"Content","Video title","Duração","Inscritos","Avg Viewed %","Likes","Shares","Views","Impressões","CTR %","Avg View Duration","Ano","Data Publicação","Mês_Ano","Creator","Categoria","Total Comments","Link","Conversão Inscritos","Conversão Comments"
"2lu_PZT1mdE","DÁ PRA ERRAR no IMPEDIMENTO SEMIAUTOMÁTICO!?",769,152,47.22,3733,136,47333,827672,3.86,"00:06:03",2025,"2025-12-24","12-2025","João","FUTEBOL INVISIVEL",242,"https://www.youtube.com/watch?v=2lu_PZT1mdE",0.0032112902203536645,0.005112712061352545
"PfQa38JoKKk","ANALISANDO os GOLS CONTRAS MAIS BIZARROS do CAMPEONATO BRASILEIRO 2025",1274,62,42.53,1582,16,14490,296078,3.52,"00:09:01",2025,"2025-12-23","12-2025","João","REACT",45,"https://www.youtube.com/watch?v=PfQa38JoKKk",0.004278812974465148,0.003105590062111801
"T18EgyJZbz4","O QUE O CORINTHIANS PRECISA PARA SER MAIS FORTE 2026",955,253,37.1,4495,121,90267,1282932,5.03,"00:05:54",2025,"2025-12-23","12-2025","Rai","COMO JOGA",304,"https://www.youtube.com/watch?v=T18EgyJZbz4",0.0028027961492018126,0.0033677866773017826
"i1rXsI3rcPA","A ANÁLISE COMPLETA DO TÍTULO DO CORINTHIANS DA COPA DO BRASIL",3567,173,33.64,3106,85,43484,509578,5.86,"00:20",2025,"2025-12-22","12-2025","Felipe","COSTURA",61,"https://www.youtube.com/watch?v=i1rXsI3rcPA",0.003978474841320945,0.0014028148284426455
"yD65w6cPdgU","OS VERDADEIROS HERÓIS do CORINTHIANS CAMPEÃO da COPA do BRASIL",807,1639,50.81,6907,510,71672,942948,4.72,"00:06:50",2025,"2025-12-22","12-2025","João","EXPLICANDO",268,"https://www.youtube.com/watch?v=yD65w6cPdgU",0.022868065632325036,0.0037392566134613237
"i1Bb2mcW6sM","ESSE VAI SER O SÃO PAULO DE 2026",1382,236,26.46,2636,102,84621,890931,7.03,"00:06:05",2025,"2025-12-20","12-2025","Rai","COMO JOGA",167,"https://www.youtube.com/watch?v=i1Bb2mcW6sM",0.002788905827158743,0.001973505394641992
"XFIZgiFomMc","Do Quase ao Topo: Os Nomes de Peso que vão Mudar o Cruzeiro em 2026",1184,1436,36.37,6609,327,145182,2076228,4.74,"00:07:10",2025,"2025-12-19","12-2025","Felipe","COMO JOGA",511,"https://www.youtube.com/watch?v=XFIZgiFomMc",0.009891033323690264,0.003519720075491452
"G554e3G966M","O PERFUME que TODO TIME QUER mas só FLAMENGO 2025 TEM",880,69,39.28,3060,109,28474,316188,6.12,"00:05:45",2025,"2025-12-18","12-2025","João","EXPLICANDO",285,"https://www.youtube.com/watch?v=G554e3G966M",0.0024232633279483036,0.010009131137177777
"W641eAqj21I","POR QUE O CORINTHIANS NÃO FUNCIONOU CONTRA O VASCO",620,650,42.99,5763,346,88217,1363223,4.4,"00:04:26",2025,"2025-12-18","12-2025","Felipe","EXPLICANDO",394,"https://www.youtube.com/watch?v=W641eAqj21I",0.007368194338959611,0.004466259337769364
"1lfEEEUDuDg","Esse gol tá mesmo no Top 50 do Brasileirão!?",2711,123,29.72,3054,28,44862,736930,3.85,"00:13:25",2025,"2025-12-16","12-2025","João","REACT",140,"https://www.youtube.com/watch?v=1lfEEEUDuDg",0.00274174134010967,0.0031206812001248274
"_5hhVTJfS28","A ""Fórmula Europeia"": O Novo Plano Tático do Grêmio para 2026",1222,282,36.9,3345,174,68233,1029580,4.65,"00:07:30",2025,"2025-12-16","12-2025","Rai","COMO JOGA",145,"https://www.youtube.com/watch?v=_5hhVTJfS28",0.004132897571556285,0.0021250714463675936
"44qpcGRRSKs","O QUE VOCÊ NÃO VIU DA CLASSIFICAÇÃO DO CORINTHIANS",1013,318,41.94,4474,308,64056,806939,5.69,"00:07:04",2025,"2025-12-15","12-2025","Felipe","EXPLICANDO",134,"https://www.youtube.com/watch?v=44qpcGRRSKs",0.004964406144623455,0.002091919570375921
"uuDQ7z6C1ow","COMO o ATLÉTICO MG vai BRIGAR em 2026 SEM REPETIR os ERROS",1188,556,33.61,3892,265,59330,797400,5.27,"00:06:39",2025,"2025-12-13","12-2025","Felipe","EXPLICANDO",362,"https://www.youtube.com/watch?v=uuDQ7z6C1ow",0.009371312995112084,0.006101466374515422
"bOecCh34Bz8","COMO O RAYAN COLOCOU O FLUMINENSE NO BOLSO NA SEMIFINAL",780,59,41.36,1264,31,14474,220532,5.12,"00:05:22",2025,"2025-12-12","12-2025","Rai","EXPLICANDO",53,"https://www.youtube.com/watch?v=bOecCh34Bz8",0.004076274699461102,0.0036617382893464143
"d_XgLVrDKYg","QUANDO o BRASIL AINDA ERA CABAÇO na LIBERTADORES",2273,21,30.94,1786,21,18733,273997,4.56,"00:11:43",2025,"2025-12-12","12-2025","João","REACT",116,"https://www.youtube.com/watch?v=d_XgLVrDKYg",0.0011210163881919606,0.006192281001441307
"b0BtMZ_5elI","O DEDO DE FILIPE LUÍS NA CLASSIFICAÇÃO DO FLAMENGO",861,24,35.99,1373,25,15945,196227,6.66,"00:05:09",2025,"2025-12-11","12-2025","Rai","EXPLICANDO",77,"https://www.youtube.com/watch?v=b0BtMZ_5elI",0.0015051740357478834,0.0048291000313577925
"lbKhVg7giu8","CONHEÇA A ESTRATÉGIA DO DORIVAL PARA ACABAR COM O CRUZEIRO",919,1211,38.63,6515,373,94854,1316417,5.03,"00:05:55",2025,"2025-12-11","12-2025","Felipe","EXPLICANDO",431,"https://www.youtube.com/watch?v=lbKhVg7giu8",0.0127669892677167,0.004543825247222046
"-f01tSWAG5M","PREMIO BOLA de PRATA É UMA PIADA?",536,254,47.96,2573,27,23373,295294,5.6,"00:04:17",2025,"2025-12-09","12-2025",,,238,"https://www.youtube.com/watch?v=-f01tSWAG5M",0.010867239977752107,0.010182689427972447
"G7d7Vdj83vs","COMO NEYMAR FOI DE VILÃO A HERÓI E SALVOU O SANTOS DA SÉRIE B",468,20,48.25,1159,54,14532,196096,5.57,"00:03:45",2025,"2025-12-09","12-2025","Rai","EXPLICANDO",94,"https://www.youtube.com/watch?v=G7d7Vdj83vs",0.0013762730525736307,0.006468483347096064
"QnSh2mWT5dY","OS MELHORES JOGADORES DO BRASILEIRÃO",758,32,46.06,1252,43,14523,244033,4.41,"00:05:49",2025,"2025-12-08","12-2025","Felipe","SEGUNDO OS NUMEROS",83,"https://www.youtube.com/watch?v=QnSh2mWT5dY",0.0022034015010672725,0.005715072643393239
"MjB-cgFwzAo","ABEL NÃO SABE PERDER",660,315,45.76,5106,185,69833,897364,5.6,"00:05:02",2025,"2025-12-07","12-2025","João","EXPLICANDO",369,"https://www.youtube.com/watch?v=MjB-cgFwzAo",0.00451076138788252,0.00528403476866238
"QCOzeTZY_jo","3 FORMAS de FAZER GOL no MARROCOS",898,857,37.19,6128,128,76597,989184,5.26,"00:05:33",2025,"2025-12-07","12-2025","João","SELEÇÃO BRASILEIRA",241,"https://www.youtube.com/watch?v=QCOzeTZY_jo",0.011188427745211954,0.00314633732391608
"Rs69yP-jmBQ","OS NOVOS REFORÇOS DO FLAMENGO PARA 2026",894,1433,43.53,9031,258,238283,3589260,4.36,"00:06:29",2025,"2025-12-07","12-2025","Felipe","COMO JOGA",401,"https://www.youtube.com/watch?v=Rs69yP-jmBQ",0.006013857471997583,0.001682872886441752
"tomfIvp8Ldo","Laboratório de Jovens Disfarçado de Time Competitivo",1214,133,40.31,1610,68,29265,441941,4.1,"00:08:09",2025,"2025-12-06","12-2025","Felipe","FUTEBOL NO MUNDO",52,"https://www.youtube.com/watch?v=tomfIvp8Ldo",0.004544677942935247,0.001776866564155134
"1_j0xFaIT_I","O BRASIL SE DEU BEM OU MAL?",519,28,49.66,1669,41,27198,353048,5.99,"00:04:17",2025,"2025-12-05","12-2025","Rai","SELEÇÃO BRASILEIRA",119,"https://www.youtube.com/watch?v=1_j0xFaIT_I",0.0010294874623134054,0.004375321714831973
"TuvW1K02vao","OS HERÓIS MAIS IMPROVÁVEIS DO FUTEBOL",570,0,39.75,365,4,3465,94149,2.71,"00:03:46",2025,"2025-12-04","12-2025","Felipe","SEGUNDO OS NUMEROS",11,"https://www.youtube.com/watch?v=TuvW1K02vao",0,0.0031746031746031746
"bGAiB7-YqvA","NEISER VILLAREAL NO CRUZEIRO: De Aposta de Desconhecida a PEÇA CHAVE",765,363,40.79,3008,126,50893,758124,4.43,"00:05:12",2025,"2025-12-03","12-2025","João","COMO JOGA",124,"https://www.youtube.com/watch?v=bGAiB7-YqvA",0.0071326115575815925,0.002436484388815751
"fI-xAABwFww","SE O FLAMENGO NÃO TOMAR CUIDADO COM ISSO CONTRA O CRUZ AZUL...",781,192,30.5,3056,129,63855,727632,5.68,"00:03:58",2025,"2025-12-02","12-2025","Rai","EXPLICANDO",174,"https://www.youtube.com/watch?v=fI-xAABwFww",0.0030068123091378904,0.0027249236551562133
"BZTUal373xk","COMO VARELA FOI O CARA DA FINAL DA LIBERTADORES",694,71,39.9,2444,100,30561,404351,5.59,"00:04:36",2025,"2025-12-01","12-2025","Rai","EXPLICANDO",96,"https://www.youtube.com/watch?v=BZTUal373xk",0.002323222407643729,0.003141258466673211
"RXoao0chd0k","O ESTAGIÁRIO que VIROU CAMPEÃO da LIBERTADORES",797,165,52.97,5104,107,40063,473301,6.12,"00:07:02",2025,"2025-12-01","12-2025","João","TECNICOS BRASILEIRAO",188,"https://www.youtube.com/watch?v=RXoao0chd0k",0.004118513341487158,0.004692609140603549
"Y2QlujJfg3U","O SEGREDO QUE FAZ O FLAMENGO DOMINAR O PALMEIRAS SEMPRE",705,325,45.21,6222,216,48501,528564,6.6,"00:05:18",2025,"2025-11-30","11-2025","João","EXPLICANDO",301,"https://www.youtube.com/watch?v=Y2QlujJfg3U",0.006700892765097627,0.006206057607059648
"YJGD0hgjRL4","Harry Kane Melhor do Mundo?",849,74,51.53,2438,180,27287,378388,4.67,"00:07:17",2025,"2025-11-27","11-2025","João","FUTEBOL NO MUNDO",128,"https://www.youtube.com/watch?v=YJGD0hgjRL4",0.0027119140982885623,0.0046908784402829185
"e-gY1-d6FRo","Quem Tem Mais Chance De Ser Rebaixado No Brasileirão 2025?",512,68,47.51,1701,85,28134,436971,4.71,"00:04:03",2025,"2025-11-27","11-2025","Rai","SEGUNDO OS NUMEROS",221,"https://www.youtube.com/watch?v=e-gY1-d6FRo",0.002417004336390133,0.007855264093267932
"n3yZzLrYsx0","O BLEFE DE ABEL FERREIRA CONTRA O FLAMENGO",756,53,46.95,1389,71,19976,313590,4.67,"00:05:54",2025,"2025-11-26","11-2025","Rai","EXPLICANDO",206,"https://www.youtube.com/watch?v=n3yZzLrYsx0",0.0026531838205847017,0.010312374849819783
"75HHZQdYyjY","A INCRÍVEL HISTÓRIA DO ACESSO DO REMO",357,157,49.96,1983,61,25968,407085,4.54,"00:02:58",2025,"2025-11-24","11-2025","Rai","EXPLICANDO",110,"https://www.youtube.com/watch?v=75HHZQdYyjY",0.006045902649414664,0.0042359827479975356
"8LAjWgbVbjk","O 1% que NINGUÉM VÊ que pode fazer FLAMENGO CAMPEÃO da LIBERTADORES e BRASILEIRÃO",588,549,48.79,5813,202,78737,934001,6,"00:04:46",2025,"2025-11-23","11-2025","João","EXPLICANDO",219,"https://www.youtube.com/watch?v=8LAjWgbVbjk",0.006972579600441978,0.0027814115346025377
"QONdZ_eN7nA","A ANÁLISE QUE VOCÊ NÃO QUER VER (MAS PRECISA!)",783,456,37.35,4705,299,75150,800569,6.74,"00:04:52",2025,"2025-11-23","11-2025","Felipe","EXPLICANDO",391,"https://www.youtube.com/watch?v=QONdZ_eN7nA",0.006067864271457086,0.00520292747837658
"I9bPrbHfI4w","COMO SER o TERROR dos ZAGUEIROS no FUTEBOL",780,315,42.67,3411,306,47846,641260,5.33,"00:05:32",2025,"2025-11-21","11-2025","Felipe","COMO SER JOGADOR",75,"https://www.youtube.com/watch?v=I9bPrbHfI4w",0.00658362245537767,0.0015675291560423024
"BVsNSHQ2qTE","O QUE ACONTECEU COM A SELEÇÃO?",752,411,44.74,4045,91,56061,732507,5.31,"00:05:36",2025,"2025-11-19","11-2025","Felipe","SELEÇÃO BRASILEIRA",556,"https://www.youtube.com/watch?v=BVsNSHQ2qTE",0.007331299834109274,0.009917768145413033
"Blx81GQ1yec","Como o ESTEVÃO TORNOU O NEYMAR DISPENSÁVEL na Seleção Brasileira",886,31,35.22,1356,35,20996,306668,4.36,"00:05:12",2025,"2025-11-19","11-2025","Rai","SELEÇÃO BRASILEIRA",86,"https://www.youtube.com/watch?v=Blx81GQ1yec",0.0014764717088969327,0.004096018289197942
"NVX12hlHjww","VOCÊ AINDA NÃO ENTENDEU esse tal FUTEBOL MODERNO",975,888,47.86,6114,388,73191,969152,4.06,"00:07:46",2025,"2025-11-19","11-2025","João","FUTEBOL INVISIVEL",220,"https://www.youtube.com/watch?v=NVX12hlHjww",0.012132639258925278,0.0030058340506346408
"XA8gdTCwN_4","O FURACÃO VEM AI: O INCRÍVEL ACESSO DO ATHLETICO PR",463,367,44.94,3307,120,54518,668705,5.7,"00:03:28",2025,"2025-11-17","11-2025","Rai","EXPLICANDO",194,"https://www.youtube.com/watch?v=XA8gdTCwN_4",0.006731721633222055,0.003558457757071059
"CajgeDmNElU","O BRASIL VAI JOGAR UM FUTEBOL FEIO na COPA do MUNDO 2026",483,247,49.2,5450,133,87723,1205776,5.22,"00:03:57",2025,"2025-11-16","11-2025","João","SELEÇÃO BRASILEIRA",389,"https://www.youtube.com/watch?v=CajgeDmNElU",0.0028156811782542777,0.00443441286777698
"hKWyCNknyiQ","POR QUE ESSE BRASIL É DIFERENTE",1197,699,41,8072,254,130367,1840632,4.83,"00:08:10",2025,"2025-11-15","11-2025","Felipe","CORTE",501,"https://www.youtube.com/watch?v=hKWyCNknyiQ",0.005361786341635537,0.0038429970774812644
"6AxKeggpbWY","VOCÊ ENTENDEU O QUE O KOMPANY ESTÁ FAZENDO NO BAYERN?",1149,1844,28.81,11811,1002,300993,4486521,4,"00:05:31",2025,"2025-11-14","11-2025","Felipe","FUTEBOL NO MUNDO",461,"https://www.youtube.com/watch?v=6AxKeggpbWY",0.006126388321323087,0.0015315970803307718
"E_ocSHfn4gI","De AZARÃO a FAVORITO: A Virada que Colocou o ARSENAL no TOPO",407,5,50.29,740,17,7492,122328,4.56,"00:03:24",2025,"2025-11-13","11-2025","Rai","FUTEBOL NO MUNDO",27,"https://www.youtube.com/watch?v=E_ocSHfn4gI",0.0006673785371062467,0.003603844100373732
"hIabq3CLPZ8","O MIRASSOL TE MOSTRA UMA NOVA FORMA DE VER O FUTEBOL",1347,220,38.27,2880,143,35380,508116,4.48,"00:08:35",2025,"2025-11-12","11-2025","Felipe","REACT",69,"https://www.youtube.com/watch?v=hIabq3CLPZ8",0.006218202374222725,0.0019502543810062181
"uP6bVOrVmhc","O NEYMAR NÃO VAI pra COPA do MUNDO 2026",620,315,54.47,5960,429,74664,1008694,4.89,"00:05:37",2025,"2025-11-11","11-2025","João","SELEÇÃO BRASILEIRA",464,"https://www.youtube.com/watch?v=uP6bVOrVmhc",0.004218900675024108,0.006214507660987892
"aEcxopRO98s","ESSA DATA FIFA VAI DEFINIR O CAMPEÃO BRASILEIRO",382,30,42.27,1491,34,28045,272278,5.96,"00:02:41",2025,"2025-11-10","11-2025","Rai","SEGUNDO OS NUMEROS",131,"https://www.youtube.com/watch?v=aEcxopRO98s",0.0010697093956141914,0.0046710643608486365
"M4wEqMfl2Ao","ISSO AQUI QUE O ANCELOTTI QUER COM LUCIANO JUBA NA SELEÇÃO",564,79,33.99,1487,48,32465,360673,6.77,"00:03:13",2025,"2025-11-09","11-2025","Rai","SELEÇÃO BRASILEIRA",49,"https://www.youtube.com/watch?v=M4wEqMfl2Ao",0.0024333898044047435,0.001509317726782689
"1T7bwiVE-RY","COMO SER UM ZAGUEIRO IGUAL O LÉO ORTIZ",807,139,37.73,1517,108,17376,241591,6.6,"00:05:04",2025,"2025-11-08","11-2025","Felipe","COMO SER JOGADOR",16,"https://www.youtube.com/watch?v=1T7bwiVE-RY",0.007999539594843463,0.0009208103130755065
"n_3bHfOpKig","OS PIORES BAGRES do CAMPEONATO BRASILEIRO",527,69,44.95,1839,57,25235,362543,4.85,"00:03:56",2025,"2025-11-08","11-2025","João","SEGUNDO OS NUMEROS",149,"https://www.youtube.com/watch?v=n_3bHfOpKig",0.00273429760253616,0.005904497721418664
"NxdLc-olOyM","Os CRAQUES que você NÃO ENXERGA no FUTEBOL BRASILEIRO",637,157,42.44,2894,127,36616,564966,4.01,"00:04:30",2025,"2025-11-07","11-2025","João","SEGUNDO OS NUMEROS",154,"https://www.youtube.com/watch?v=NxdLc-olOyM",0.004287743063141796,0.004205811667030806
"WYmyKfJCX1o","De GIGANTE a AMEAÇADO: O CHOQUE que Coloca o SANTOS no LIMITE",229,86,54.37,1146,38,19378,314287,4.65,"00:02:04",2025,"2025-11-07","11-2025","Felipe","SEGUNDO OS NUMEROS",63,"https://www.youtube.com/watch?v=WYmyKfJCX1o",0.004438022499741975,0.0032511095056249354
"bhWK9YfjxrA","O SÃO PAULO Vai Pra LIBERTADORES Mesmo SEM QUERER",633,47,42.61,836,34,9769,142245,4.98,"00:04:29",2025,"2025-11-06","11-2025","Rai","SEGUNDO OS NUMEROS",49,"https://www.youtube.com/watch?v=bhWK9YfjxrA",0.004811137270959156,0.005015866516531887
"cNDDEKA6RUM","COMO O LIVERPOOL AMASSOU O REAL MADRID",620,11,30.92,452,18,5605,102828,3.86,"00:03:11",2025,"2025-11-05","11-2025","Rai","FUTEBOL NO MUNDO",23,"https://www.youtube.com/watch?v=cNDDEKA6RUM",0.001962533452274755,0.004103479036574487
"cnVN8YL3EM0","EU ENTENDI a CABEÇA do ANCELOTTI na SELEÇÃO BRASILEIRA",485,116,56.9,3219,92,39776,547029,4.9,"00:04:35",2025,"2025-11-05","11-2025","João","SELEÇÃO BRASILEIRA",111,"https://www.youtube.com/watch?v=cnVN8YL3EM0",0.002916331456154465,0.0027906275140788415
"d-VFFaEtn_w","BAYERN RECORDISTA, COM IMPOSIÇÃO E RESISTÊNCIA",574,15,31.84,414,13,4698,94747,3.85,"00:03:02",2025,"2025-11-05","11-2025","Rai","FUTEBOL NO MUNDO",35,"https://www.youtube.com/watch?v=d-VFFaEtn_w",0.0031928480204342275,0.00744997871434653
